PID,Date,Group,Group2,Name,Species,Populations,SID,reproduction,TYPE,Unit ,u_mean,u_lower,u_upper,SE,range_low,range_up,Events,Callable,Method,SampleSize,Generations,Sequencing,Tools,Depth,Comments,CITATION,Citation2,Link
2015004,2015,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2015004_1,asexual,insertion,bp/generation,0,,,,,,0,,MA,,,Illumina,,,"young, A cell division is a generation","Kaya, A., Lobanov, A. V., & Gladyshev, V. N. (2015). Evidence that mutation accumulation does not cause aging in Saccharomyces cerevisiae. Aging cell, 14(3), 366-371.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4406665/
2015004,2015,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2015004_2,asexual,indel,bp/generation,2.06e-10,,,,,,3,,MA,,,Illumina,,,"old, A cell division is a generation","Kaya, A., Lobanov, A. V., & Gladyshev, V. N. (2015). Evidence that mutation accumulation does not cause aging in Saccharomyces cerevisiae. Aging cell, 14(3), 366-371.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4406665/
2015004,2015,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2015004_2,asexual,snp,bp/generation,2.05e-10,,,,,,3,,MA,,,Illumina,,,"old, A cell division is a generation","Kaya, A., Lobanov, A. V., & Gladyshev, V. N. (2015). Evidence that mutation accumulation does not cause aging in Saccharomyces cerevisiae. Aging cell, 14(3), 366-371.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4406665/
2015004,2015,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2015004_2,asexual,deletion,bp/generation,1.37e-10,,,,,,2,,MA,,,Illumina,,,"old, A cell division is a generation","Kaya, A., Lobanov, A. V., & Gladyshev, V. N. (2015). Evidence that mutation accumulation does not cause aging in Saccharomyces cerevisiae. Aging cell, 14(3), 366-371.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4406665/
2015004,2015,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2015004_2,asexual,insertion,bp/generation,0.68e-10,,,,,,1,,MA,,,Illumina,,,"old, A cell division is a generation","Kaya, A., Lobanov, A. V., & Gladyshev, V. N. (2015). Evidence that mutation accumulation does not cause aging in Saccharomyces cerevisiae. Aging cell, 14(3), 366-371.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4406665/
2015005,2015,arthropods  ,arthropods  ,butterfly,Heliconius melpomene,"Gamboa, Panama",2015005_1,sexual,snp,bp/generation,2.8e-9,1.3e-9,5.3e-9,,,,9,,PO,1,,Illumina HiSeq2500,,,,"Keightley, P. D., Pinharanda, A., Ness, R. W., Simpson, F., Dasmahapatra, K. K., Mallet, J., ... & Jiggins, C. D. (2015). Estimation of the spontaneous mutation rate in Heliconius melpomene. Molecular biology and evolution, 32(1), 239-243.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4271535/
2015006,2015,human,primates,human,Homo sapiens,Danish,2015006_1,sexual,snp,bp/generation,1.27e-8,1.16e-8,1.38e-8,,,,508,,PO,10,,Illumina HiSeq 2000,,50,,"Besenbacher, S., Liu, S., Izarzugaza, J. M., Grove, J., Belling, K., Bork-Jensen, J., ... & Rasmussen, S. (2015). Novel variation and de novo mutation rates in population-wide de novo assembled Danish trios. Nature communications, 6(1), 1-9.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309431/
2015006,2015,human,primates,human,Homo sapiens,Danish,2015006_1,sexual,indel,bp/generation,1.5e-9,1.2e-9,1.9e-9,,,,70,,PO,10,,Illumina HiSeq 2000,,50,<40bp,"Besenbacher, S., Liu, S., Izarzugaza, J. M., Grove, J., Belling, K., Bork-Jensen, J., ... & Rasmussen, S. (2015). Novel variation and de novo mutation rates in population-wide de novo assembled Danish trios. Nature communications, 6(1), 1-9.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309431/
2015006,2015,human,primates,human,Homo sapiens,Danish,2015006_1,sexual,deletion,bp/generation,1.11e-9,,,,,,52,,PO,10,,Illumina HiSeq 2000,,50,<40bp,"Besenbacher, S., Liu, S., Izarzugaza, J. M., Grove, J., Belling, K., Bork-Jensen, J., ... & Rasmussen, S. (2015). Novel variation and de novo mutation rates in population-wide de novo assembled Danish trios. Nature communications, 6(1), 1-9.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309431/
2015006,2015,human,primates,human,Homo sapiens,Danish,2015006_1,sexual,insertion,bp/generation,3.58e-10,,,,,,18,,PO,10,,Illumina HiSeq 2000,,50,<40bp,"Besenbacher, S., Liu, S., Izarzugaza, J. M., Grove, J., Belling, K., Bork-Jensen, J., ... & Rasmussen, S. (2015). Novel variation and de novo mutation rates in population-wide de novo assembled Danish trios. Nature communications, 6(1), 1-9.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309431/
2015007,2015,human,primates,human,Homo sapiens,Netherlands,2015007_1,sexual,indel,bp/generation,0.67e-9,,,,,,277,,PO,231,,Illumina HiSeq 2000,,14.5,1-20bp,"Kloosterman, W. P., Francioli, L. C., Hormozdiari, F., Marschall, T., Hehir-Kwa, J. Y., Abdellaoui, A., ... & Genome of the Netherlands Consortium. (2015). Characteristics of de novo structural changes in the human genome. Genome research, 25(6), 792-801.",,
2015007,2015,human,primates,human,Homo sapiens,Netherlands,2015007_1,sexual,deletion,bp/generation,0.49e-9,,,,,,203,,PO,231,,Illumina HiSeq 2000,,14.5,1-20bp,"Kloosterman, W. P., Francioli, L. C., Hormozdiari, F., Marschall, T., Hehir-Kwa, J. Y., Abdellaoui, A., ... & Genome of the Netherlands Consortium. (2015). Characteristics of de novo structural changes in the human genome. Genome research, 25(6), 792-801.",,
2015007,2015,human,primates,human,Homo sapiens,Netherlands,2015007_1,sexual,insertion,bp/generation,0.18e-9,,,,,,74,,PO,231,,Illumina HiSeq 2000,,14.5,1-20bp,"Kloosterman, W. P., Francioli, L. C., Hormozdiari, F., Marschall, T., Hehir-Kwa, J. Y., Abdellaoui, A., ... & Genome of the Netherlands Consortium. (2015). Characteristics of de novo structural changes in the human genome. Genome research, 25(6), 792-801.",,
2015010,2015,unicellular,others,algae,Chlamydomonas reinhardtii,,2015010_1,unknown,snp,bp/generation,9.63e-10,,,,,,5716,,MA,85,,Illumina,,30,,"Ness, R. W., Morgan, A. D., Vasanthakrishnan, R. B., Colegrave, N., & Keightley, P. D. (2015). Extensive de novo mutation rate variation between individuals and across the genome of Chlamydomonas reinhardtii. Genome Research, 25(11), 1739-1749.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4617969/
2015010,2015,unicellular,others,algae,Chlamydomonas reinhardtii,,2015010_1,unknown,indel,bp/generation,1.90e-10,,,,,,1127,,MA,85,,Illumina,,30,<50bp,"Ness, R. W., Morgan, A. D., Vasanthakrishnan, R. B., Colegrave, N., & Keightley, P. D. (2015). Extensive de novo mutation rate variation between individuals and across the genome of Chlamydomonas reinhardtii. Genome Research, 25(11), 1739-1749.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4617969/
2015010,2015,unicellular,others,algae,Chlamydomonas reinhardtii,,2015010_1,unknown,deletion,bp/generation,1.03e-10,,,,,,613,,MA,85,,Illumina,,30,<50bp,"Ness, R. W., Morgan, A. D., Vasanthakrishnan, R. B., Colegrave, N., & Keightley, P. D. (2015). Extensive de novo mutation rate variation between individuals and across the genome of Chlamydomonas reinhardtii. Genome Research, 25(11), 1739-1749.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4617969/
2015010,2015,unicellular,others,algae,Chlamydomonas reinhardtii,,2015010_1,unknown,insertion,bp/generation,0.87e-10,,,,,,514,,MA,85,,Illumina,,30,<50bp,"Ness, R. W., Morgan, A. D., Vasanthakrishnan, R. B., Colegrave, N., & Keightley, P. D. (2015). Extensive de novo mutation rate variation between individuals and across the genome of Chlamydomonas reinhardtii. Genome Research, 25(11), 1739-1749.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4617969/
2015011,2015,human,primates,human,Homo sapiens,Dutch,2015011_1,sexual,snp,bp/generation,1.66e-8,1.58e-8,1.74e-8,0.04e-8,,,,,PO,498,,,,,,"Palamara, P. F., Francioli, L. C., Wilton, P. R., Genovese, G., Gusev, A., Finucane, H. K., ... & Genome of the Netherlands Consortium. (2015). Leveraging distant relatedness to quantify human mutation and gene-conversion rates. The American Journal of Human Genetics, 97(6), 775-789.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4678427/
2015011,2015,human,primates,human,Homo sapiens,Dutch,2015011_1,sexual,indel,bp/generation,1.26e-9,,,0.06e-8,,,,,PO,498,,,,,<20bp,"Palamara, P. F., Francioli, L. C., Wilton, P. R., Genovese, G., Gusev, A., Finucane, H. K., ... & Genome of the Netherlands Consortium. (2015). Leveraging distant relatedness to quantify human mutation and gene-conversion rates. The American Journal of Human Genetics, 97(6), 775-789.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4678427/
2015013,2015,mammals,mammals,mice,Mus musculus,,2015013_1,sexual,snp,bp/generation,5.4e-9,4.6e-9,6.5e-9,,,,654,,MA,2,>20,Illumina HiSeq 2000,,,,"Uchimura, A., Higuchi, M., Minakuchi, Y., Ohno, M., Toyoda, A., Fujiyama, A., ... & Yagi, T. (2015). Germline mutation rates and the long-term phenotypic effects of mutation accumulation in wild-type laboratory mice and mutator mice. Genome research, 25(8), 1125-1134.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4509997/
2015013,2015,mammals,mammals,mice,Mus musculus,,2015013_1,sexual,indel,bp/generation,3.1e-10,1.2e-10,6.4e-10,,,,7,,MA,2,>20,Illumina HiSeq 2000,,,,"Uchimura, A., Higuchi, M., Minakuchi, Y., Ohno, M., Toyoda, A., Fujiyama, A., ... & Yagi, T. (2015). Germline mutation rates and the long-term phenotypic effects of mutation accumulation in wild-type laboratory mice and mutator mice. Genome research, 25(8), 1125-1134.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4509997/
2015013,2015,mammals,mammals,mice,Mus musculus,,2015013_1,sexual,deletion,bp/generation,2.66e-10,,,,,,6,,MA,2,>20,Illumina HiSeq 2000,,,,"Uchimura, A., Higuchi, M., Minakuchi, Y., Ohno, M., Toyoda, A., Fujiyama, A., ... & Yagi, T. (2015). Germline mutation rates and the long-term phenotypic effects of mutation accumulation in wild-type laboratory mice and mutator mice. Genome research, 25(8), 1125-1134.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4509997/
2015013,2015,mammals,mammals,mice,Mus musculus,,2015013_1,sexual,insertion,bp/generation,4.43e-11,,,,,,1,,MA,2,>20,Illumina HiSeq 2000,,,,"Uchimura, A., Higuchi, M., Minakuchi, Y., Ohno, M., Toyoda, A., Fujiyama, A., ... & Yagi, T. (2015). Germline mutation rates and the long-term phenotypic effects of mutation accumulation in wild-type laboratory mice and mutator mice. Genome research, 25(8), 1125-1134.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4509997/
2015014,2015,plants,plants,arabidopsis ,Arabidopsis thaliana,,2015014_1,sexual,snp,bp/generation,7.4e-9,,,,,,23,,PO,,,Illumina HiSeq 2000,,,homozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,arabidopsis ,Arabidopsis thaliana,,2015014_1,sexual,indel,bp/generation,2.57e-9,,,,,,8,,PO,,,Illumina HiSeq 2000,,,homozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,arabidopsis ,Arabidopsis thaliana,,2015014_1,sexual,deletion,bp/generation,2.47e-9,,,,,,7,,PO,,,Illumina HiSeq 2000,,,homozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,arabidopsis ,Arabidopsis thaliana,,2015014_1,sexual,insertion,bp/generation,0.32e-9,,,,,,1,,PO,,,Illumina HiSeq 2000,,,homozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,arabidopsis ,Arabidopsis thaliana,,2015014_2,sexual,snp,bp/generation,2.68e-8,,,,,,214,,PO,,,Illumina HiSeq 2000,,,heterozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,arabidopsis ,Arabidopsis thaliana,,2015014_2,sexual,indel,bp/generation,0.74e-8,,,,,,59,,PO,,,Illumina HiSeq 2000,,,heterozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,arabidopsis ,Arabidopsis thaliana,,2015014_2,sexual,deletion,bp/generation,5.02e-9,,,,,,40,,PO,,,Illumina HiSeq 2000,,,heterozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,arabidopsis ,Arabidopsis thaliana,,2015014_2,sexual,insertion,bp/generation,2.38e-9,,,,,,19,,PO,,,Illumina HiSeq 2000,,,heterozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,rice,Oryza sativa,,2015014_3,sexual,snp,bp/generation,3.2e-9,,,,,,6,,PO,,,Illumina HiSeq 2000,,,homozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,rice,Oryza sativa,,2015014_3,sexual,indel,bp/generation,2.13e-9,,,,,,4,,PO,,,Illumina HiSeq 2000,,,homozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,rice,Oryza sativa,,2015014_3,sexual,deletion,bp/generation,1.07e-9,,,,,,2,,PO,,,Illumina HiSeq 2000,,,homozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,rice,Oryza sativa,,2015014_3,sexual,insertion,bp/generation,1.07e-9,,,,,,2,,PO,,,Illumina HiSeq 2000,,,homozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,rice,Oryza sativa,,2015014_4,sexual,snp,bp/generation,1.1e-8,,,,,,45,,PO,,,Illumina HiSeq 2000,,,heterozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,rice,Oryza sativa,,2015014_4,sexual,indel,bp/generation,0.24e-8,,,,,,10,,PO,,,Illumina HiSeq 2000,,,heterozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,rice,Oryza sativa,,2015014_4,sexual,deletion,bp/generation,7.2e-10,,,,,,3,,PO,,,Illumina HiSeq 2000,,,heterozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,plants,plants,rice,Oryza sativa,,2015014_4,sexual,insertion,bp/generation,1.68e-9,,,,,,7,,PO,,,Illumina HiSeq 2000,,,heterozygous,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,arthropods  ,arthropods  ,honeybee,Apis mellifera,,2015014_5,sexual,snp,bp/generation,3.4e-9,2.2e-9,4.9e-9,,,,28,,PO,,,Illumina HiSeq 2000,,,,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,arthropods  ,arthropods  ,honeybee,Apis mellifera,,2015014_5,sexual,indel,bp/generation,1.1e-9,4.4e-10,2.0e-9,,,,8,,PO,,,Illumina HiSeq 2000,,,,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,arthropods  ,arthropods  ,honeybee,Apis mellifera,,2015014_5,sexual,deletion,bp/generation,4.13e-10,,,,,,3,,PO,,,Illumina HiSeq 2000,,,,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015014,2015,arthropods  ,arthropods  ,honeybee,Apis mellifera,,2015014_5,sexual,insertion,bp/generation,6.88e-10,,,,,,5,,PO,,,Illumina HiSeq 2000,,,,"Yang, S., Wang, L., Huang, J., Zhang, X., Yuan, Y., Chen, J. Q., ... & Tian, D. (2015). Parent–progeny sequencing indicates higher mutation rates in heterozygotes. Nature, 523(7561), 463-467.",,https://www.nature.com/articles/nature14649
2015015,2015,mammals,mammals,mice,Mus musculus,,2015015_1,sexual,snp,bp/generation,3.75e-9,3.0e-9,4.6e-9,,,,94,,PO,,,Illumina HiSeq,,25,,"Adewoye, A. B., Lindsay, S. J., Dubrova, Y. E., & Hurles, M. E. (2015). The genome-wide effects of ionizing radiation on mutation induction in the mammalian germline. Nature communications, 6(1), 1-8.",,https://www.nature.com/articles/ncomms7684
2015015,2015,mammals,mammals,mice,Mus musculus,,2015015_1,sexual,indel,bp/generation,0.24e-9,,,,,,6,,PO,,,Illumina HiSeq,,25,,"Adewoye, A. B., Lindsay, S. J., Dubrova, Y. E., & Hurles, M. E. (2015). The genome-wide effects of ionizing radiation on mutation induction in the mammalian germline. Nature communications, 6(1), 1-8.",,https://www.nature.com/articles/ncomms7684
2016001,2016,unicellular,fungi,yeast,Schizosaccharomyces pombe,,2016001_1,asexual,snp,bp/generation,2.34e-10,,,0.23e-10,,,449,,MA,79,,Illumina HiSeq 2000,,,,"Behringer, M. G., & Hall, D. W. (2016). Genome-wide estimates of mutation rates and spectrum in Schizosaccharomyces pombe indicate CpG sites are highly mutagenic despite the absence of DNA methylation. G3: Genes, Genomes, Genetics, 6(1), 149-160.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4704713/
2016001,2016,unicellular,fungi,yeast,Schizosaccharomyces pombe,,2016001_1,asexual,indel,bp/generation,1.745e-10,,,,,,335,,MA,79,,Illumina HiSeq 2000,,,<50bp,"Behringer, M. G., & Hall, D. W. (2016). Genome-wide estimates of mutation rates and spectrum in Schizosaccharomyces pombe indicate CpG sites are highly mutagenic despite the absence of DNA methylation. G3: Genes, Genomes, Genetics, 6(1), 149-160.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4704713/
2016001,2016,unicellular,fungi,yeast,Schizosaccharomyces pombe,,2016001_1,asexual,deletion,bp/generation,2.45e-11,,,,,,47,,MA,79,,Illumina HiSeq 2000,,,<50bp,"Behringer, M. G., & Hall, D. W. (2016). Genome-wide estimates of mutation rates and spectrum in Schizosaccharomyces pombe indicate CpG sites are highly mutagenic despite the absence of DNA methylation. G3: Genes, Genomes, Genetics, 6(1), 149-160.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4704713/
2016001,2016,unicellular,fungi,yeast,Schizosaccharomyces pombe,,2016001_1,asexual,insertion,bp/generation,1.50e-10,,,,,,288,,MA,79,,Illumina HiSeq 2000,,,<50bp,"Behringer, M. G., & Hall, D. W. (2016). Genome-wide estimates of mutation rates and spectrum in Schizosaccharomyces pombe indicate CpG sites are highly mutagenic despite the absence of DNA methylation. G3: Genes, Genomes, Genetics, 6(1), 149-160.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4704713/
2016002,2016,human,primates,human,Homo sapiens,,2016002_1,sexual,snp,bp/generation,1.74e-8,1.10e-8,2.74e-8,,,,18,,PO,17,,Illumina HiSeq 2000,,,exome ,"Ambalavanan, A., Girard, S. L., Ahn, K., Zhou, S., Dionne-Laporte, A., Spiegelman, D., ... & Rouleau, G. A. (2016). De novo variants in sporadic cases of childhood onset schizophrenia. European Journal of Human Genetics, 24(6), 944-948.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4867457/
2016002,2016,human,primates,human,Homo sapiens,,2016002_1,sexual,indel,bp/generation,1.93e-9,5.29e-10,7.04e-9,,,,2,,PO,17,,Illumina HiSeq 2000,,,exome ,"Ambalavanan, A., Girard, S. L., Ahn, K., Zhou, S., Dionne-Laporte, A., Spiegelman, D., ... & Rouleau, G. A. (2016). De novo variants in sporadic cases of childhood onset schizophrenia. European Journal of Human Genetics, 24(6), 944-948.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4867457/
2016002,2016,human,primates,human,Homo sapiens,,2016002_1,sexual,deletion,bp/generation,1.93e-9,5.29e-10,7.04e-9,,,,2,,PO,17,,Illumina HiSeq 2000,,,exome ,"Ambalavanan, A., Girard, S. L., Ahn, K., Zhou, S., Dionne-Laporte, A., Spiegelman, D., ... & Rouleau, G. A. (2016). De novo variants in sporadic cases of childhood onset schizophrenia. European Journal of Human Genetics, 24(6), 944-948.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4867457/
2016002,2016,human,primates,human,Homo sapiens,,2016002_1,sexual,insertion,bp/generation,0,,,,,,0,,PO,17,,Illumina HiSeq 2000,,,exome ,"Ambalavanan, A., Girard, S. L., Ahn, K., Zhou, S., Dionne-Laporte, A., Spiegelman, D., ... & Rouleau, G. A. (2016). De novo variants in sporadic cases of childhood onset schizophrenia. European Journal of Human Genetics, 24(6), 944-948.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4867457/
2016003,2016,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Linwood Lake, Ontario ",2016003_1,asexual,snp,bp/generation,1.02e-8,,,0.80e-8,,,569,,MA,,170,Illumina paired-end libraries,,18-55,,"Keith, N., Tucker, A. E., Jackson, C. E., Sung, W., Lledó, J. I. L., Schrider, D. R., ... & Lynch, M. (2016). High mutational rates of large-scale duplication and deletion in Daphnia pulex. Genome research, 26(1), 60-69.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4691751/
2016003,2016,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Linwood Lake, Ontario(without outlier)",2016003_2,asexual,snp,bp/generation,3.34e-9,,,0.49e-9,,,232,,MA,,,Illumina paired-end libraries,,18-55,,"Keith, N., Tucker, A. E., Jackson, C. E., Sung, W., Lledó, J. I. L., Schrider, D. R., ... & Lynch, M. (2016). High mutational rates of large-scale duplication and deletion in Daphnia pulex. Genome research, 26(1), 60-69.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4691751/
2016003,2016,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Slimy Log Pond, Oregon",2016003_3,sexual,snp,bp/generation,4.33e-9,,,0.34e-9,,,164,,MA,,85,Illumina paired-end libraries,,18-55,,"Keith, N., Tucker, A. E., Jackson, C. E., Sung, W., Lledó, J. I. L., Schrider, D. R., ... & Lynch, M. (2016). High mutational rates of large-scale duplication and deletion in Daphnia pulex. Genome research, 26(1), 60-69.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4691751/
2016004,2016,human,primates,human,Homo sapiens,Iceland,2016004_1,sexual,snp,bp/generation,1.29e-8,1.27e-8,1.30e-8,,,,17812,,PO,283,,,,,,"Besenbacher, S., Sulem, P., Helgason, A., Helgason, H., Kristjansson, H., Jonasdottir, A., ... & Stefansson, K. (2016). Multi-nucleotide de novo mutations in humans. PLoS genetics, 12(11), e1006315.",,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006315
2016004,2016,human,primates,human,Homo sapiens,Iceland,2016004_1,sexual,indel,bp/generation,9.29e-10,,,,,,1282,,PO,283,,,,,,"Besenbacher, S., Sulem, P., Helgason, A., Helgason, H., Kristjansson, H., Jonasdottir, A., ... & Stefansson, K. (2016). Multi-nucleotide de novo mutations in humans. PLoS genetics, 12(11), e1006315.",,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006315
2016004,2016,human,primates,human,Homo sapiens,Iceland,2016004_1,sexual,deletion,bp/generation,6.73e-10,,,,,,929,,PO,283,,,,,,"Besenbacher, S., Sulem, P., Helgason, A., Helgason, H., Kristjansson, H., Jonasdottir, A., ... & Stefansson, K. (2016). Multi-nucleotide de novo mutations in humans. PLoS genetics, 12(11), e1006315.",,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006315
2016004,2016,human,primates,human,Homo sapiens,Iceland,2016004_1,sexual,insertion,bp/generation,2.56e-10,,,,,,353,,PO,283,,,,,,"Besenbacher, S., Sulem, P., Helgason, A., Helgason, H., Kristjansson, H., Jonasdottir, A., ... & Stefansson, K. (2016). Multi-nucleotide de novo mutations in humans. PLoS genetics, 12(11), e1006315.",,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006315
2016005,2016,human,primates,human,Homo sapiens,Montreal,2016005_1,sexual,snp,bp/generation,1.18e-8,,,,,,765,,PO,10,,Illumina HiSeq 2500,,30,,"Girard, S. L., Bourassa, C. V., Lemieux Perreault, L. P., Legault, M. A., Barhdadi, A., Ambalavanan, A., ... & Rouleau, G. A. (2016). Paternal age explains a major portion of de novo germline mutation rate variability in healthy individuals. PLoS One, 11(10), e0164212.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5056704/
